Instrument,Committee Name,Committee Position of the Director,Committee Start Date,LEI,Company Name,Officer Rank,Officer Full Name,Officer First Name,Officer Middle Name,Officer Last Name,Officer Start Date,Director Start Date,Position Start Date,Position Description
SHEL.L,Audit,Chairman,2019-07-01,21380068P1DRHMJ8KU70,Shell PLC,12,Ms. Ann Frances Godbehere,Ann,Frances,Godbehere,NaT,2018-05-23 00:00:00,2018-05-23 00:00:00,Independent Non-Executive Director
SHEL.L,Audit,Member,2023-05-23,21380068P1DRHMJ8KU70,Shell PLC,13,Ms. Catherine J. Hughes,Catherine,J.,Hughes,NaT,2017-06-01 00:00:00,2017-06-01 00:00:00,Independent Non-Executive Director
SHEL.L,Audit,Member,2023-03-13,21380068P1DRHMJ8KU70,Shell PLC,15,Sir Charles Roxburgh,Charles,,Roxburgh,NaT,2023-03-13 00:00:00,2023-03-13 00:00:00,Independent Non-Executive Director
SHEL.L,Audit,Member,2023-03-02,21380068P1DRHMJ8KU70,Shell PLC,18,Mr. Cyrus Taraporevala,Cyrus,,Taraporevala,NaT,2023-03-02 00:00:00,2023-03-02 00:00:00,Independent Non-Executive Director
SRET.L,Audit,Chairman,2020-07-31,213800NURUF5W8QSK566,Sirius Real Estate Ltd,17,Ms. Caroline Britton,Caroline,,Britton,NaT,2020-06-01 00:00:00,2022-07-10 00:00:00,Senior Independent Non-Executive Director
SRET.L,Audit,Member,2020-12-01,213800NURUF5W8QSK566,Sirius Real Estate Ltd,19,Ms. Kelly Cleveland,Kelly,,Cleveland,NaT,2020-06-01 00:00:00,2020-06-01 00:00:00,Non-Executive Independent Director
SRET.L,Audit,Member,,213800NURUF5W8QSK566,Sirius Real Estate Ltd,21,Mr. James Peggie,James,,Peggie,NaT,2012-11-28 00:00:00,2022-07-06 00:00:00,Non-Executive Independent Director
SN.L,Audit,Member,2015-01-01,213800ZTMDN8S67S1H61,Smith & Nephew PLC,14,Mr. Erik Engstrom,Erik,,Engstrom,NaT,2015-01-01 00:00:00,2015-01-01 00:00:00,Non-Executive Independent Director
SN.L,Audit,Member,2022-09-01,213800ZTMDN8S67S1H61,Smith & Nephew PLC,15,Ms. Jo Hallas,Jo,,Hallas,NaT,2022-02-01 00:00:00,2022-02-01 00:00:00,Non-Executive Independent Director
SN.L,Audit,Chairman,2020-09-01,213800ZTMDN8S67S1H61,Smith & Nephew PLC,18,Mr. Rick Medlock,Rick,,Medlock,NaT,2020-04-09 00:00:00,2020-04-09 00:00:00,Non-Executive Independent Director
SN.L,Audit,Member,2017-10-01,213800ZTMDN8S67S1H61,Smith & Nephew PLC,19,Mr. Marc E. Owen,Marc,E.,Owen,NaT,2017-10-01 00:00:00,2022-09-30 00:00:00,Senior Non-Executive Independent Director
SMIN.L,Audit,Member,2020-03-01,213800MJL6IPZS3ASA11,Smiths Group PLC,17,Ms. Pam P. Cheng,Pam,P.,Cheng,NaT,2020-03-01 00:00:00,2020-03-01 00:00:00,Non-Executive Independent Director
SMIN.L,Audit,Member,2018-09-19,213800MJL6IPZS3ASA11,Smiths Group PLC,18,Dame Ann Dowling,Ann,Ann,Dowling,NaT,2018-09-19 00:00:00,2018-09-19 00:00:00,Non-Executive Independent Director
SMIN.L,Audit,Chairman,2023-11-16,213800MJL6IPZS3ASA11,Smiths Group PLC,20,Mr. Richard David Howes,Richard,David,Howes,NaT,2022-09-01 00:00:00,2022-09-01 00:00:00,Non-Executive Independent Director
SMIN.L,Audit,Member,2023-11-16,213800MJL6IPZS3ASA11,Smiths Group PLC,22,Mr. Mark Seligman,Mark,,Seligman,NaT,2016-05-16 00:00:00,2024-05-01 00:00:00,Senior Non-Executive Independent Director
SMIN.L,Audit,Member,2017-01-01,213800MJL6IPZS3ASA11,Smiths Group PLC,23,Mr. Noel Naval Tata,Noel,Naval,Tata,NaT,2017-01-01 00:00:00,2017-01-01 00:00:00,Non-Executive Independent Director
SSON.L,Audit,Member,2022-02-28,52990070BDK2OKX5TH79,Smithson Investment Trust PLC,1,Ms. Diana Dyer Bartlett,Diana,Dyer,Bartlett,NaT,2018-09-14 00:00:00,2022-02-28 00:00:00,Independent Non-Executive Chairman of the Board
SSON.L,Audit,Member,2022-03-01,52990070BDK2OKX5TH79,Smithson Investment Trust PLC,3,Mr. Jeremy Attard-Manche,Jeremy,,Attard-Manche,NaT,2022-03-01 00:00:00,2022-03-01 00:00:00,Independent Non-Executive Director
SSON.L,Audit,Chairman,2022-02-28,52990070BDK2OKX5TH79,Smithson Investment Trust PLC,4,Lord Anthony St John,Anthony,,St John,NaT,2018-09-14 00:00:00,2018-09-14 00:00:00,Independent Non-Executive Director
SKG.L,Audit,Chairman,2018-05-04,635400CPLP8H5ITDVT56,Smurfit Kappa Group PLC,7,Ms. Carol Fairweather,Carol,,Fairweather,NaT,2018-01-01 00:00:00,2018-01-01 00:00:00,Independent Non-Executive Director
SKG.L,Audit,Member,2023-01-05,635400CPLP8H5ITDVT56,Smurfit Kappa Group PLC,8,Ms. Mary Lynn Ferguson-Mchugh,Mary Lynn,,Ferguson-Mchugh,NaT,2023-01-05 00:00:00,2023-01-05 00:00:00,Non-Executive Independent Director
SKG.L,Audit,Member,2021-01-01,635400CPLP8H5ITDVT56,Smurfit Kappa Group PLC,9,Ms. Kaisa Hietala,Kaisa,,Hietala,NaT,2020-10-30 00:00:00,2022-10-10 00:00:00,Senior Independent Non-Executive Director
SKG.L,Audit,Member,2015-10-23,635400CPLP8H5ITDVT56,Smurfit Kappa Group PLC,10,Mr. James Arthur (Jim) Lawrence,James,Arthur,Lawrence,NaT,2015-10-23 00:00:00,2015-10-23 00:00:00,Independent Non-Executive Director
SKG.L,Audit,Member,2020-01-01,635400CPLP8H5ITDVT56,Smurfit Kappa Group PLC,11,Dr. Lourdes Melgar,Lourdes,,Melgar,NaT,2020-01-01 00:00:00,2020-01-01 00:00:00,Independent Non-Executive Director 
SCTS.L,Audit,Chairman,2019-07-01,213800N42YZLR9GLVC42,Softcat PLC,6,Ms. Robyn Perriss,Robyn,,Perriss,NaT,2019-07-01 00:00:00,2019-07-01 00:00:00,Independent Non-Executive Director
SCTS.L,Audit,Member,2022-05-03,213800N42YZLR9GLVC42,Softcat PLC,8,Dr. Lynne Weedall,Lynne,,Weedall,NaT,2022-05-03 00:00:00,2023-01-17 00:00:00,Senior Independent Non-Executive Director
SXS.L,Audit,Chairman,2015-02-27,213800Z4CO2CZO3M3T10,Spectris PLC,5,"Mr. William C. (Bill) Seeger, Jr.",William,C.,Seeger,NaT,2015-01-01 00:00:00,2023-05-26 00:00:00,Non-Executive Director
SXS.L,Audit,Member,2021-09-01,213800Z4CO2CZO3M3T10,Spectris PLC,7,Ms. Alison Henwood,Alison,,Henwood,NaT,2021-09-01 00:00:00,2021-09-01 00:00:00,Non-Executive Independent Director
SXS.L,Audit,Member,,213800Z4CO2CZO3M3T10,Spectris PLC,8,Mr. Ulf Quellmann,Ulf,,Quellmann,NaT,2015-01-01 00:00:00,2015-01-01 00:00:00,Non-Executive Independent Director
SXS.L,Audit,Member,2019-07-25,213800Z4CO2CZO3M3T10,Spectris PLC,10,Ms. Kjersti Wiklund,Kjersti,,Wiklund,NaT,2017-01-19 00:00:00,2017-01-19 00:00:00,Non-Executive Independent Director
SPX.L,Audit,Member,2018-03-06,213800WFVZQMHOZP2W17,Spirax-Sarco Engineering PLC,7,Mr. Peter France,Peter,,France,NaT,2018-03-06 00:00:00,2018-03-06 00:00:00,Independent Non-Executive Director
SPX.L,Audit,Member,,213800WFVZQMHOZP2W17,Spirax-Sarco Engineering PLC,8,Mr. Richard Gillingwater,Richard,,Gillingwater,NaT,2021-03-09 00:00:00,2021-08-01 00:00:00,Senior Independent Non-Executive Director
SPX.L,Audit,Member,2019-03-05,213800WFVZQMHOZP2W17,Spirax-Sarco Engineering PLC,9,Ms. Caroline A. Johnstone,Caroline,A.,Johnstone,NaT,2019-03-05 00:00:00,2019-03-05 00:00:00,Independent Non-Executive Director
SPX.L,Audit,Chairman,2019-05-15,213800WFVZQMHOZP2W17,Spirax-Sarco Engineering PLC,11,Mr. Kevin J. Thompson,Kevin,J.,Thompson,NaT,2019-05-15 00:00:00,2019-05-15 00:00:00,Independent Non-Executive Director
SPI.L,Audit,Chairman,2023-05-01,213800IBJPW3SE2RA350,Spire Healthcare Group PLC,3,Mr. Martin David Angle,Martin,David,Angle,NaT,2019-03-14 00:00:00,2019-05-16 00:00:00,"Deputy Chairman of the Board, Senior Independent Director"
SPI.L,Audit,Member,2014-06-01,213800IBJPW3SE2RA350,Spire Healthcare Group PLC,4,Prof. Janet Husband,Janet,,Husband,NaT,2014-06-01 00:00:00,2023-03-01 00:00:00,Independent Non-Executive Vice Chairman of the Board
SPT.L,Audit,Member,2021-04-29,213800HKCUNWP1916L38,Spirent Communications plc,4,Ms. Maggie Buggie,Maggie,,Buggie,NaT,2021-04-29 00:00:00,2021-04-29 00:00:00,Non-Executive Independent Director
SPT.L,Audit,Member,2016-12-01,213800HKCUNWP1916L38,Spirent Communications plc,5,Mr. Gary Bruce Bullard,Gary,Bruce,Bullard,NaT,2016-12-01 00:00:00,2016-12-01 00:00:00,Independent Non-Executive Director
SPT.L,Audit,Member,2018-01-11,213800HKCUNWP1916L38,Spirent Communications plc,6,Ms. Wendy Koh,Wendy,,Koh,NaT,2018-01-11 00:00:00,2018-01-11 00:00:00,Independent Non-Executive Director
SPT.L,Audit,Member,2018-01-11,213800HKCUNWP1916L38,Spirent Communications plc,7,Mr. Edgar Masri,Edgar,,Masri,NaT,2018-01-11 00:00:00,2018-01-11 00:00:00,Independent Non-Executive Director
SPT.L,Audit,Chairman,2015-08-01,213800HKCUNWP1916L38,Spirent Communications plc,8,Mr. Jonathan C. Silver,Jonathan,C.,Silver,NaT,2015-06-25 00:00:00,2016-11-02 00:00:00,Senior Independent Non-Executive Director
SSE.L,Audit,Member,,549300KI75VYLLMSK856,SSE PLC,14,Mr. John George Bason,John,George,Bason,NaT,2022-06-01 00:00:00,2022-06-01 00:00:00,Non-Executive Independent Director
SSE.L,Audit,Member,2018-05-01,549300KI75VYLLMSK856,SSE PLC,15,Mr. Tony Cocker,Tony,,Cocker,NaT,2018-05-01 00:00:00,2020-10-01 00:00:00,Senior Independent Non-Executive Director
SSE.L,Audit,Member,2021-09-01,549300KI75VYLLMSK856,SSE PLC,16,Ms. Debbie Crosbie,Debbie,,Crosbie,NaT,2021-09-01 00:00:00,2021-09-01 00:00:00,Non-Executive Independent Director
SSE.L,Audit,Member,2016-03-01,549300KI75VYLLMSK856,SSE PLC,17,"Ms. Helen M. Mahy, CBE",Helen,M.,Mahy,NaT,2016-03-01 00:00:00,2016-03-01 00:00:00,Non-Executive Independent Director
SSE.L,Audit,Member,2023-09-01,549300KI75VYLLMSK856,SSE PLC,20,Mr. Maarten Wetselaar,Maarten,,Wetselaar,NaT,2023-09-01 00:00:00,2023-09-01 00:00:00,Non-Executive Independent Director
SSPG.L,Audit,Member,,213800QGNIWTXFMENJ24,SSP Group PLC,16,Ms. Carolyn Jane Bradley,Carolyn,Jane,Bradley,NaT,2018-10-01 00:00:00,2019-02-21 00:00:00,Senior Independent Non-Executive Director
SSPG.L,Audit,Member,2022-01-01,213800QGNIWTXFMENJ24,SSP Group PLC,17,Ms. Kelly L. Kuhn,Kelly,L.,Kuhn,NaT,2022-01-01 00:00:00,2022-01-01 00:00:00,Non-Executive Independent Director
SSPG.L,Audit,Chairman,2022-02-04,213800QGNIWTXFMENJ24,SSP Group PLC,18,Mr. Tim Lodge,Tim,,Lodge,NaT,2020-10-01 00:00:00,2020-10-01 00:00:00,Non-Executive Independent Director
SJP.L,Audit,Member,2019-10-17,213800M993ICXOMBCP87,St James's Place PLC,7,Ms. Rosemary Hilary,Rosemary,,Hilary,NaT,2019-10-17 00:00:00,2019-10-17 00:00:00,Independent Non-Executive Director
SJP.L,Audit,Chairman,2023-05-01,213800M993ICXOMBCP87,St James's Place PLC,8,Mr. John Stewart Hitchins,John,Stewart,Hitchins,NaT,2021-11-01 00:00:00,2021-11-01 00:00:00,Independent Non-Executive Director
STAN.L,Audit,Member,2022-05-04,U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,17,Mr. Shirish Moreshwar Apte,Shirish,Moreshwar,Apte,NaT,2022-05-04 00:00:00,2022-05-04 00:00:00,Independent Non-Executive Director
STAN.L,Audit,Member,2016-01-01,U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,18,Mr. David Philbrick Conner,David,Philbrick,Conner,NaT,2016-01-01 00:00:00,2016-01-01 00:00:00,Independent Non-Executive Director
STAN.L,Audit,Member,2022-10-01,U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,20,Ms. Jacqueline (Jackie) Hunt,Jacqueline,,Hunt,NaT,2022-10-01 00:00:00,2022-10-01 00:00:00,Independent Non-Executive Director
STAN.L,Audit,Member,2022-07-01,U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,21,"Ms. Robin Ann Lawther, CBE",Robin,Ann,Lawther,NaT,2022-07-01 00:00:00,2022-07-01 00:00:00,Independent Non-Executive Director
STAN.L,Audit,Member,2021-01-01,U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,22,Ms. Maria Ramos,Maria,,Ramos,NaT,2021-01-01 00:00:00,2022-09-01 00:00:00,Senior Independent Non-Executive Director
STAN.L,Audit,Chairman,2020-12-01,U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,23,Mr. Phil Rivett,Phil,,Rivett,NaT,2020-05-06 00:00:00,2020-05-06 00:00:00,Independent Non-Executive Director
STAN.L,Audit,Member,2019-02-21,U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,25,Mr. Carlson Tong,Carlson,,Tong,NaT,2019-02-21 00:00:00,2019-02-21 00:00:00,Independent Non-Executive Director
STEMS.L,Audit,Member,2022-10-01,2138003NEBX5VRP3EX50,SThree PLC,5,Mr. Barrie C. Brien,Barrie,C.,Brien,NaT,2017-09-11 00:00:00,2017-09-11 00:00:00,Non-Executive Independent Director
STEMS.L,Audit,Member,2018-04-26,2138003NEBX5VRP3EX50,SThree PLC,6,Ms. Denise R. Collis,Denise,R.,Collis,NaT,2016-07-01 00:00:00,2018-10-01 00:00:00,Senior Non-Executive Independent Director
STEMS.L,Audit,Member,2022-12-01,2138003NEBX5VRP3EX50,SThree PLC,7,Ms. Imogen Joss,Imogen,,Joss,NaT,2022-12-01 00:00:00,2022-12-01 00:00:00,Non-Executive Independent Director
STEMS.L,Audit,Chairman,2022-10-01,2138003NEBX5VRP3EX50,SThree PLC,8,Ms. Elaine M. O'Donnell,Elaine,M.,O'Donnell,NaT,2022-10-01 00:00:00,2022-10-01 00:00:00,Non-Executive Independent Director
SYNCS.L,Audit,Member,2022-07-01,213800X8MBI5VQITLW60,Syncona Ltd,11,"Dr. Julie M. Cherrington, Ph.D.",Julie,M.,Cherrington,NaT,2022-02-01 00:00:00,2022-02-01 00:00:00,Non-Executive Independent Director
SYNCS.L,Audit,Member,2021-01-01,213800X8MBI5VQITLW60,Syncona Ltd,13,Ms. Virginia Holmes,Virginia,,Holmes,NaT,2021-01-01 00:00:00,2021-01-01 00:00:00,Senior Non-Executive Independent Director
SYNCS.L,Audit,Chairman,2018-04-01,213800X8MBI5VQITLW60,Syncona Ltd,14,Mr. Robert (Rob) Hutchinson,Robert,,Hutchinson,NaT,2017-11-01 00:00:00,2017-11-01 00:00:00,Non-Executive Independent Director
SYNCS.L,Audit,Member,2020-09-09,213800X8MBI5VQITLW60,Syncona Ltd,15,Dr. Kemal Malik,Kemal,,Malik,NaT,2020-06-15 00:00:00,2020-06-15 00:00:00,Non-Executive Independent Director
SYNCS.L,Audit,Member,2021-03-10,213800X8MBI5VQITLW60,Syncona Ltd,16,Mr. Gian Piero Reverberi,Gian,Piero,Reverberi,NaT,2018-04-01 00:00:00,2018-04-01 00:00:00,Non-Executive Independent Director
SYNTS.L,Audit,Member,2021-07-09,213800EHT3TI1KPQQJ56,Synthomer PLC,14,Mr. Roberto Gualdoni,Roberto,,Gualdoni,NaT,2021-07-09 00:00:00,2021-07-09 00:00:00,Non-Executive Independent Director
SYNTS.L,Audit,Chairman,2022-11-29,213800EHT3TI1KPQQJ56,Synthomer PLC,15,Mr. Ian Paul Tyler,Ian,Paul,Tyler,NaT,2022-06-21 00:00:00,2023-04-01 00:00:00,Senior Non-Executive Independent Director
SYNTS.L,Audit,Member,2019-03-01,213800EHT3TI1KPQQJ56,Synthomer PLC,16,Ms. Holly A. Van Deursen,Holly,A.,Van Deursen,NaT,2018-09-21 00:00:00,2018-09-21 00:00:00,Independent non-executive director
THRLT.L,Audit,Member,2020-05-01,213800RXPY9WULUSBC04,Target Healthcare REIT PLC,1,Ms. Alison Fyfe,Alison,,Fyfe,NaT,2020-05-01 00:00:00,2022-12-06 00:00:00,Independent Non-Executive Chairman of the Board
THRLT.L,Audit,Chairman,2021-12-14,213800RXPY9WULUSBC04,Target Healthcare REIT PLC,10,Mr. Vince Niblett,Vince,,Niblett,NaT,2021-08-25 00:00:00,2021-08-25 00:00:00,Independent Non-Executive Director
TATE.L,Audit,Chairman,2019-07-25,2138008K14474WPKZ244,Tate & Lyle PLC,1,Mr. Warren G. Tucker,Warren,G.,Tucker,NaT,2018-11-19 00:00:00,2023-09-01 00:00:00,Interim Independent Non-Executive Chairman of the Board
TATE.L,Audit,Member,2021-01-01,2138008K14474WPKZ244,Tate & Lyle PLC,12,Mr. John Cheung,John,,Cheung,NaT,2021-01-01 00:00:00,2021-01-01 00:00:00,Non-Executive Independent Director
TATE.L,Audit,Member,2017-01-01,2138008K14474WPKZ244,Tate & Lyle PLC,15,Mr. Paul A. Forman,Paul,A.,Forman,NaT,2015-01-01 00:00:00,2019-07-25 00:00:00,Senior Non-Executive Independent Director
TATE.L,Audit,Member,2019-07-01,2138008K14474WPKZ244,Tate & Lyle PLC,17,Ms. Kimberly (Kim) Nelson,Kimberly,,Nelson,NaT,2019-07-01 00:00:00,2019-07-01 00:00:00,Non-Executive Independent Director
TATE.L,Audit,Member,2021-04-01,2138008K14474WPKZ244,Tate & Lyle PLC,18,Ms. Sybella Stanley,Sybella,,Stanley,NaT,2016-04-01 00:00:00,2016-04-01 00:00:00,Non-Executive Independent Director
TW.L,Audit,Member,2019-10-01,21380089BTRXTD8S3R66,Taylor Wimpey PLC,1,Mr. Robert (Rob) Noel,Robert,,Noel,2023-04-27 00:00:00,2019-10-01 00:00:00,2023-04-27 00:00:00,Chairman of the Board
TW.L,Audit,Member,2022-06-01,21380089BTRXTD8S3R66,Taylor Wimpey PLC,11,Mr. Mark Castle,Mark,,Castle,NaT,2022-06-01 00:00:00,2022-06-01 00:00:00,Non-Executive Independent Director
TW.L,Audit,Member,2021-03-01,21380089BTRXTD8S3R66,Taylor Wimpey PLC,14,Ms. Scilla Grimble,Scilla,,Grimble,NaT,2021-03-01 00:00:00,2021-03-01 00:00:00,Non-Executive Independent Director
TW.L,Audit,Chairman,2018-01-10,21380089BTRXTD8S3R66,Taylor Wimpey PLC,16,Mr. Humphrey Singer,Humphrey,,Singer,NaT,2015-12-09 00:00:00,2015-12-09 00:00:00,Non-Executive Independent Director
TBCG.L,Audit,Chairman,2021-06-17,213800T6NS9N2WQ3B328,TBC Bank Group PLC,8,Mr. Per Anders J. Fasth,Per Anders,J.,Fasth,NaT,2021-05-04 00:00:00,2021-05-04 00:00:00,Independent Non-Executive Director
TBCG.L,Audit,Member,2018-09-11,213800T6NS9N2WQ3B328,TBC Bank Group PLC,10,Ms. Tsira Kemularia,Tsira,,Kemularia,NaT,2018-09-10 00:00:00,2021-09-15 00:00:00,Senior Non-Executive Independent Director
TBCG.L,Audit,Member,2021-06-17,213800T6NS9N2WQ3B328,TBC Bank Group PLC,11,Mr. Thymios P. Kiriakopoulos,Thymios,P.,Kiriakopoulos,NaT,2021-05-04 00:00:00,2021-05-04 00:00:00,Independent Non-Executive Director
TBCG.L,Audit,Member,2021-11-24,213800T6NS9N2WQ3B328,TBC Bank Group PLC,14,Ms. Nino (Venera) Suknidze,Nino,,Suknidze,NaT,2021-11-24 00:00:00,2021-11-24 00:00:00,Independent Non-Executive Director
TEP.L,Audit,Member,2016-11-22,549300QGHDX5UKE58G86,Telecom Plus PLC,6,"Mr. Andrew Blowers, OBE",Andrew,,Blowers,NaT,2016-11-22 00:00:00,2016-11-22 00:00:00,Non-Executive Independent Director
TEP.L,Audit,Member,2016-09-26,549300QGHDX5UKE58G86,Telecom Plus PLC,7,Ms. Beatrice Hollond,Beatrice,,Hollond,NaT,2016-09-26 00:00:00,2016-09-26 00:00:00,Senior Non-Executive Independent Director
TEP.L,Audit,Chairman,2022-07-26,549300QGHDX5UKE58G86,Telecom Plus PLC,8,Ms. Carla Stent,Carla,,Stent,NaT,2022-07-26 00:00:00,2022-07-26 00:00:00,Non-Executive Independent Director
TEM.L,Audit,Member,2020-01-01,5493002NMTB70RZBXO96,Templeton Emerging Markets Investment Trust PLC,1,Mr. Paul Manduca,Paul,,Manduca,NaT,2015-08-01 00:00:00,2015-08-01 00:00:00,Non-Executive Independent Chairman of the Board
TEM.L,Audit,Member,2016-09-01,5493002NMTB70RZBXO96,Templeton Emerging Markets Investment Trust PLC,3,Mr. David Graham,David,,Graham,NaT,2016-09-01 00:00:00,2016-09-01 00:00:00,Non-Executive Independent Director
TEM.L,Audit,Chairman,2017-07-13,5493002NMTB70RZBXO96,Templeton Emerging Markets Investment Trust PLC,4,"Mr. Simon John Lewis Jeffreys, CPA",Simon,John Lewis,Jeffreys,NaT,2016-07-15 00:00:00,2022-01-01 00:00:00,Senior Non-Executive Independent Director
TEM.L,Audit,Member,,5493002NMTB70RZBXO96,Templeton Emerging Markets Investment Trust PLC,5,Mrs. Magdalene Milleras,Magdalene,,Milleras,NaT,2021-05-10 00:00:00,2021-05-10 00:00:00,Non-Executive Independent Director
TEM.L,Audit,Member,2018-07-12,5493002NMTB70RZBXO96,Templeton Emerging Markets Investment Trust PLC,6,Mr. Charlie Ricketts,Charlie,,Ricketts,NaT,2018-07-12 00:00:00,2018-07-12 00:00:00,Non-Executive Independent Director
TMPL.L,Audit,Member,2022-03-24,213800O8EAP4SG5JD323,Temple Bar Investment Trust PLC,2,Mr. Charles Cade,Charles,,Cade,NaT,2022-03-24 00:00:00,2022-03-24 00:00:00,Non-Executive Independent Director
TMPL.L,Audit,Chairman,2020-03-30,213800O8EAP4SG5JD323,Temple Bar Investment Trust PLC,3,Dr. Lesley Rowena Sherratt,Lesley,Rowena,Sherratt,NaT,2015-04-01 00:00:00,2020-03-30 00:00:00,Senior Independent Non-Executive Director 
TMPL.L,Audit,Member,2023-01-01,213800O8EAP4SG5JD323,Temple Bar Investment Trust PLC,4,Ms. Carolyn Sims,Carolyn,,Sims,NaT,2023-01-01 00:00:00,2023-01-01 00:00:00,Non-Executive Independent Director
TMPL.L,Audit,Member,,213800O8EAP4SG5JD323,Temple Bar Investment Trust PLC,5,"Dr. Shefaly Yogendra, Ph.D.",Shefaly,,Yogendra,NaT,2019-10-01 00:00:00,2019-10-07 00:00:00,Non-Executive Independent Director
TSCO.L,Audit,Member,2018-09-24,2138002P5RNKC5W2JZ46,Tesco PLC,16,Ms. Melissa W. Bethell,Melissa,W.,Bethell,NaT,2018-09-24 00:00:00,2018-09-24 00:00:00,Independent Non-Executive Director
TSCO.L,Audit,Chairman,2023-09-01,2138002P5RNKC5W2JZ46,Tesco PLC,21,Dr. Byron Grote,Byron,Elmer,Grote,NaT,2015-05-01 00:00:00,2023-09-01 00:00:00,Senior Independent Non-Executive Director
TSCO.L,Audit,Chairman,2023-06-16,2138002P5RNKC5W2JZ46,Tesco PLC,24,Ms. Karen Whitworth,Karen,,Whitworth,NaT,2021-06-18 00:00:00,2021-06-18 00:00:00,Independent Non-Executive Director
TIFS.L,Audit,Chairman,2022-06-06,5493001T9RXVD6OAWY46,TI Fluid Systems PLC,8,Ms. Jane Ann Lodge,Jane,Ann,Lodge,NaT,2022-06-06 00:00:00,2022-06-06 00:00:00,Non-Executive Independent Director
TIFS.L,Audit,Member,2019-12-12,5493001T9RXVD6OAWY46,TI Fluid Systems PLC,9,Ms. Elaine A. Sarsynski,Elaine,A.,Sarsynski,NaT,2018-08-14 00:00:00,2018-08-14 00:00:00,Non-Executive Independent Director
TIFS.L,Audit,Member,2017-10-24,5493001T9RXVD6OAWY46,TI Fluid Systems PLC,11,"Mr. John F. (Jack) Smith, Jr.",John,F.,Smith,NaT,2017-10-24 00:00:00,2017-10-24 00:00:00,Non-Executive Independent Director
TCAPI.L,Audit,Member,2021-02-01,2138006YAA7IRVKKGE63,TP ICAP Group PLC,6,Ms. Kath Cates,Kath,,Cates,NaT,2021-02-01 00:00:00,2023-03-01 00:00:00,Senior Independent Non-Executive Director
TCAPI.L,Audit,Chairman,2021-05-12,2138006YAA7IRVKKGE63,TP ICAP Group PLC,8,Ms. Angela Crawford-Ingle,Angela,,Crawford-Ingle,NaT,2020-03-16 00:00:00,2020-03-16 00:00:00,Independent Non-Executive Director
TRY.L,Audit,Member,,549300BPGCCN3ETPQD32,TR Property Investment Trust PLC,1,Ms. Kate Blanche Mary Bolsover,Kate,Blanche Mary,Bolsover,NaT,2019-10-01 00:00:00,2023-07-20 00:00:00,Independent Non-Executive Chairman of the Board
TRY.L,Audit,Member,2020-01-28,549300BPGCCN3ETPQD32,TR Property Investment Trust PLC,6,Ms. Sarah-Jane Curtis,Sarah-Jane,,Curtis,NaT,2020-01-28 00:00:00,2020-01-28 00:00:00,Non-Executive Independent Director
TRY.L,Audit,Chairman,2018-10-02,549300BPGCCN3ETPQD32,TR Property Investment Trust PLC,7,Mr. Tim Gillbanks,Tim,,Gillbanks,NaT,2018-01-23 00:00:00,2023-07-20 00:00:00,Senior Independent Non-Executive Director
TRNT.L,Audit,Member,2020-10-01,213800HO26VXTFJ4MO71,Trainline PLC,4,Ms. Jennifer Duvalier,Jennifer,,Duvalier,NaT,2020-10-01 00:00:00,2020-10-01 00:00:00,Senior Independent Non-executive Director
TRNT.L,Audit,Member,2022-07-01,213800HO26VXTFJ4MO71,Trainline PLC,5,Ms. Rakhi (Parekh) Goss-Custard,Rakhi,,Goss-Custard,NaT,2022-07-01 00:00:00,2022-07-01 00:00:00,Independent Non-Executive Director
TRNT.L,Audit,Member,2022-03-01,213800HO26VXTFJ4MO71,Trainline PLC,6,Mr. Andrew James (Andy) Phillipps,Andrew,James,Phillipps,NaT,2021-01-01 00:00:00,2021-01-01 00:00:00,Independent Non-Executive Director 
TRNT.L,Audit,Chairman,2019-11-05,213800HO26VXTFJ4MO71,Trainline PLC,7,Mr. Duncan Tatton-Brown,Duncan,,Tatton-Brown,NaT,2019-06-10 00:00:00,2019-06-10 00:00:00,Independent Non-Executive Director 
TPK.L,Audit,Chairman,2021-08-04,2138001I27OUBAF22K83,Travis Perkins PLC,11,Mr. Heath Stewart Drewett,Heath,Stewart,Drewett,NaT,2021-05-11 00:00:00,2021-05-11 00:00:00,Non-Executive Independent Director
TPK.L,Audit,Member,2024-01-01,2138001I27OUBAF22K83,Travis Perkins PLC,12,Mr. Jora Gill,Jora,,Gill,NaT,2021-08-04 00:00:00,2021-08-04 00:00:00,Non-Executive Independent Director
TPK.L,Audit,Member,2023-09-19,2138001I27OUBAF22K83,Travis Perkins PLC,13,Mr. Jez Maiden,Jez,,Maiden,NaT,2023-06-01 00:00:00,2023-06-01 00:00:00,Senior Non-Executive Independent Director
BBOXT.L,Audit,Member,2021-12-15,213800L6X88MIYPVR714,Tritax Big Box Reit PLC,8,Ms. Elizabeth Brown,Elizabeth,,Brown,NaT,2021-12-15 00:00:00,2021-12-15 00:00:00,Independent Non-Executive Director
